Organization Name,Industries,Food and Restaurant Dummy,High Tech Dummy,Headquarters Regions,Founded Date,Founded Year,Founders,Number of Investors,Patents Granted,Trademarks Registered,Total Funding Amount,Number of Funding Rounds,Closed Dummy,Number of Events,Number of Articles,Diversity Spotlight Dummy,Page Views / Visit,Announced Date,Headquarters Location,Close Date,Organization Name.1,America Dummy,Asia Dummy,Middle East Dummy,Financing for entrepreneurs,Governmental support and policies,Taxes and bureaucracy,Governmental programs,Basic school entrepreneurial education and training,Post school entrepreneurial education and training,R&D transfer,Commercial and professional infrastructure,Internal market dynamics,Internal market openness,Physical and services infrastructure,Cultural and social norms,Founders_Cleaned,Repeat_Founder
"G.T. Enterprises, Inc.","Cryptocurrency, Digital Entertainment, Government, Media and Entertainment, Music, Racing, Real Estate",0,1,"Great Lakes, Midwestern US",9/10/2022 0:00,2022,"Conlan Thompson, Jacob Gaffney, Sean Bell",2,0,0,6218500,6,1,0,1,0,—,—,"Cincinnati, Ohio, United States",5/20/2025 0:00,United States,1,0,0,6,3.85,4.78,4.04,3.53,4.71,4.13,6.35,5.37,4.86,7.44,7.04,"['Conlan Thompson', 'Jacob Gaffney', 'Sean Bell']",0
Job Protocol,"Recruiting, Staffing Agency",0,0,"Europe, Middle East, and Africa (EMEA)",10/1/2022 0:00,2022,"Boris Gordts, Jacob Claerhout",4,0,0,"£1,300,000",1,1,0,1,0,2,—,"London, England, United Kingdom",5/1/2023 0:00,United Kingdom,0,0,0,4.87,3.94,5.26,4.66,3.24,4.87,4.28,5.68,5.1,4.63,5.53,5.1,"['Boris Gordts', 'Jacob Claerhout']",0
HUE,"Food and Beverage, Reservations, Software",1,1,Asia-Pacific (APAC),11/1/2022 0:00,2022,"Jean-Baptiste Dominguez, Noriko Shindo",2,0,0,—,1,1,0,0,0,—,—,"Tokyo, Tokyo, Japan",12/1/2024 0:00,Japan,0,1,0,4.49,5.62,4.48,4.59,2.49,4.98,4.94,5.05,7.1,4.91,7.42,3.81,"['Jean-Baptiste Dominguez', 'Noriko Shindo']",0
GOLD RIVER,—,0,0,Western US,12/21/2022 0:00,2022,—,1,0,0,72562,1,1,0,0,0,—,—,"Palmer, Alaska, United States",2024,United States,1,0,0,6,3.85,4.78,4.04,3.53,4.71,4.13,6.35,5.37,4.86,7.44,7.04,[],0
CodeParrot,"Developer APIs, Developer Tools, Software",0,1,"Greater Philadelphia Area, East Coast, Southern US",1/1/2023 0:00,2023,"Royal Jain, Vedant Agarwala",2,0,0,500000,1,1,0,5,0,1.46,—,"Wilmington, Delaware, United States",7/17/2025 0:00,United States,1,0,0,4.86,3.8,4.98,3.79,3.63,4.82,3.85,5.62,4.93,4.17,6.75,6.66,"['Royal Jain', 'Vedant Agarwala']",0
Augmend,"Apps, Artificial Intelligence (AI), Document Management",0,1,"Greater Seattle Area, West Coast, Western US",2/1/2023 0:00,2023,"Diamond Bishop, Tim Misiak",10,0,0,2200000,1,1,0,2,0,—,—,"Seattle, Washington, United States",9/1/2024 0:00,United States,1,0,0,4.86,3.8,4.98,3.79,3.63,4.82,3.85,5.62,4.93,4.17,6.75,6.66,"['Diamond Bishop', 'Tim Misiak']",0
LightbulbML,"Artificial Intelligence (AI), Machine Learning, Software",0,1,"San Francisco Bay Area, West Coast, Western US",6/14/2023 0:00,2023,—,1,0,0,—,2,1,0,0,0,—,—,"San Francisco, California, United States",2024,United States,1,0,0,4.86,3.8,4.98,3.79,3.63,4.82,3.85,5.62,4.93,4.17,6.75,6.66,[],0
Think AI Group,"Artificial Intelligence (AI), Generative AI, Intelligent Systems, Machine Learning, Natural Language Processing, Predictive Analytics",0,1,Latin America,8/25/2023 0:00,2023,"Andre Campos, Paulo Campos",2,0,0,11009082,2,1,0,0,0,1,—,"São Paulo, Sao Paulo, Brazil",6/12/2024 0:00,Brazil,0,0,0,3.48,3.39,2.75,3.72,2.44,4.79,2.78,4.46,5.47,3.1,5.69,4.47,"['Andre Campos', 'Paulo Campos']",1
BioChain,"Blockchain, Health Care",0,1,Asia-Pacific (APAC),9/1/2023 0:00,2023,Siddhesh Deshmukh,2,0,0,8000,2,1,0,2,0,—,—,"Pune, Maharashtra, India",12/1/2024 0:00,India,0,1,0,6.48,6.63,6.22,6.7,6.3,6.63,6.42,6.39,6.84,6.47,7.03,6.76,['Siddhesh Deshmukh'],0
ATech Developers LLC,"Artificial Intelligence (AI), Freelance",0,1,Asia-Pacific (APAC),9/5/2023 0:00,2023,"Aditya Parmar, Somya Hingorani, Yash Sindal",1,0,0,"₹1,000,000",1,1,0,0,0,—,—,"Indore, Madhya Pradesh, India",—,India,0,1,0,6.48,6.63,6.22,6.7,6.3,6.63,6.42,6.39,6.84,6.47,7.03,6.76,"['Aditya Parmar', 'Somya Hingorani', 'Yash Sindal']",0
Magneto Global,"Employment, Human Resources, Recruiting",0,0,Latin America,11/17/2023 0:00,2023,"Alejandro Arango, Pablo Arango",12,0,0,7000000,1,1,0,4,0,5,—,"Antioquia, Antioquia, Colombia",4/25/2024 0:00,Colombia,0,0,0,3.18,3.09,3.61,4.41,2.81,5.66,3.2,4.57,4.37,4.19,5.95,5.35,"['Alejandro Arango', 'Pablo Arango']",0
Xchaincoin,"Bitcoin, Blockchain, Generative AI",0,1,Western US,11/14/2024 0:00,2024,—,2,0,0,8600000,1,1,0,0,0,—,—,"Albuquerque, New Mexico, United States",2025,United States,1,0,0,5.41,3.98,5.38,4.09,4.06,5.05,3.97,5.98,4.67,3.98,6.81,7.82,[],0
Sumo Logic,"Analytics, Big Data, Cloud Data Services, Enterprise Software, SaaS",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2010,2010,"Christian Beedgen, Kumar Saurabh",14,48,20,340000000,6,0,63,443,0,6.06,0,6.06,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Christian Beedgen', 'Kumar Saurabh']",0
Playtika,"Digital Entertainment, Gaming, Mobile Apps, Online Games",0,1,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",2010,2010,Robert Antokol,1,13,668,2200000000,1,0,2,290,0,2.83,0,2.83,—,Israel,0,0,1,3.72,3.67,3.47,4.3,3.22,4.83,4.53,6.1,3.75,3.92,6.87,6.62,['Robert Antokol'],0
AllTrails,"Android, Apps, Fitness, iOS, Outdoors, Personal Health, Wellness",0,0,"San Francisco Bay Area, West Coast, Western US",2010,2010,"Jeremy Cotter, Russell Cook",9,0,9,152629987,5,0,0,92,0,3.67,0,3.67,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Jeremy Cotter', 'Russell Cook']",0
Modernizing Medicine,"Electronic Health Record (EHR), Health Care, Software",0,1,"Greater Miami Area, East Coast, Southern US",2010,2010,Daniel Cane,6,6,9,385930486,10,0,0,104,0,1.95,0,1.95,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,['Daniel Cane'],0
OneStream Software,"Information Technology, Software",0,1,"Greater Detroit Area, Great Lakes, Midwestern US",2010,2010,"Robert Powers, Tom Shea",3,0,21,665000000,2,0,1,121,0,2.31,0,2.31,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Robert Powers', 'Tom Shea']",0
Windward,"Analytics, Artificial Intelligence (AI), Big Data, Information Technology, Insurance, Machine Learning, Shipping, Software",0,1,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",2010,2010,"Ami Daniel, Matan Peled",7,11,13,32300000,3,0,0,126,0,1.69,0,1.69,—,Israel,0,0,1,3.72,3.67,3.47,4.3,3.22,4.83,4.53,6.1,3.75,3.92,6.87,6.62,"['Ami Daniel', 'Matan Peled']",0
SiteOne Therapeutics,"Biotechnology, Health Diagnostics, Medical, Therapeutics",0,0,"San Francisco Bay Area, West Coast, Western US",2010,2010,"David C Yeomans, George Miljanich, John Mulcahy",15,0,0,134178358,6,0,0,31,0,1.81,0,1.81,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['David C Yeomans', 'George Miljanich', 'John Mulcahy']",0
Paragonix Technologies,"Biotechnology, Health Care, Manufacturing, Medical Device",0,1,"Greater Boston Area, East Coast, New England",2010,2010,Lisa M. Anderson,2,45,26,25810000,3,0,0,99,1,2.11,1,2.11,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,['Lisa M. Anderson'],0
PodcastOne,Social Media,0,0,"East Coast, Southern US",2010,2010,"Kit Gray, Norman Pattiz",1,0,0,9770400,2,0,1,144,0,1.55,0,1.55,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Kit Gray', 'Norman Pattiz']",0
SAGE Therapeutics,"Biotechnology, Health Care, Medical, Therapeutics",0,1,"Greater Boston Area, East Coast, New England",2010,2010,"Douglas Covey, Steven Paul",6,195,32,2701000000,10,0,0,326,0,1.78,0,1.78,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Douglas Covey', 'Steven Paul']",0
Paragon 28,"Hardware, Manufacturing, Medical, Medical Device",0,1,"Greater Denver Area, Western US",2010,2010,"Albert DaCosta, Frank Bono",3,211,140,223500000,4,0,0,185,0,8,0,8,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Albert DaCosta', 'Frank Bono']",0
Avolon Holdings,"Aerospace, Financial Services, Leasing, Space Travel",0,0,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2010,2010,Dómhnal Slattery,11,0,0,14165638687,14,0,0,44,0,1.96,0,1.96,—,Ireland,0,0,0,3.03,4.4,4.57,5.42,3.7,4.8,4.4,5.45,4.77,4.77,5.52,5.08,['Dómhnal Slattery'],0
Duo Security,"Cloud Security, Cyber Security, Enterprise Software, Network Security, SaaS",0,1,"Great Lakes, Midwestern US",2010,2010,"Dug Song, Jonathan Oberheide",14,2,0,121500000,7,0,37,468,0,1.69,0,1.69,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Dug Song', 'Jonathan Oberheide']",0
MineralTree,"Accounting, Banking, Finance, Financial Services, FinTech, Payments, SaaS, Software",0,1,"Greater Boston Area, East Coast, New England",2010,2010,BC Krishna,4,2,5,119700000,5,0,4,103,0,11.28,0,11.28,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,['BC Krishna'],0
Personal Genome Diagnostics,"Analytics, Bioinformatics, Biotechnology, Genetics, Health Diagnostics, Medical",0,1,"Greater Baltimore-Maryland Area, East Coast, Southern US",2010,2010,"Luis Diaz, Victor Velculescu, Victor Velculescu",17,24,15,244700000,6,0,1,29,1,11.34,1,11.34,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Luis Diaz', 'Victor Velculescu', 'Victor Velculescu']",1
Urban Grid,"Energy, Energy Storage, Renewable Energy, Solar",0,1,"Greater Baltimore-Maryland Area, East Coast, Southern US",2010,2010,Frank DePew,1,0,0,375000000,2,0,0,17,0,1.94,0,1.94,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,['Frank DePew'],0
Inhibrx,"Biotechnology, Life Science, Therapeutics",0,0,"Greater San Diego Area, West Coast, Western US",2010,2010,"Brendan Eckelman, Mark Lappe, Quinn Deveraux",10,37,3,419590000,6,0,0,97,0,—,0,—,5/30/2024 0:00,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Brendan Eckelman', 'Mark Lappe', 'Quinn Deveraux']",0
Touchcast,"Artificial Intelligence (AI), Collaboration, Generative AI, Information and Communications Technology (ICT), Video",0,1,"Greater New York Area, East Coast, Northeastern US",2010,2010,"Charley Miller, Edo Segal, Erick Schonfeld, Michael Hyman, Michael Kohlmeyer Hyman",6,5,3,55000000,2,0,0,61,0,1.63,0,1.63,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Charley Miller', 'Edo Segal', 'Erick Schonfeld', 'Michael Hyman', 'Michael Kohlmeyer Hyman']",1
Iora Health,"Health Care, Hospital, Medical, Medical Device",0,1,"Greater Boston Area, East Coast, New England",2010,2010,"Christopher McKown, Rushika Fernandopulle",15,0,3,349250000,7,0,0,88,0,1,0,1,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Christopher McKown', 'Rushika Fernandopulle']",0
Perkbox,"Customer Service, Employee Benefits, Employment, Human Resources, Software",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,"Chieu Cao, Gautam Sahgal, Saurav Chopra",13,0,3,29680532,4,0,0,76,0,4.08,0,4.08,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,"['Chieu Cao', 'Gautam Sahgal', 'Saurav Chopra']",0
Kroll Bond Rating Agency,"Consulting, Credit, Finance, Financial Services",0,0,"Greater New York Area, East Coast, Northeastern US",2010,2010,Jules Kroll,3,0,21,15000000,3,0,2,1074,0,3.14,0,3.14,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,['Jules Kroll'],0
Invitae,"Biotechnology, Genetics, Health Care",0,1,"San Francisco Bay Area, West Coast, Western US",2010,2010,"Alex Furman, Mat Falkowski, Michele Cargill, Randy Scott, Sean George",16,44,13,2679202111,14,0,0,323,1,4.5,1,4.5,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Alex Furman', 'Mat Falkowski', 'Michele Cargill', 'Randy Scott', 'Sean George']",0
Ascenty,"Data Center, Information Services, Information Technology, Telecommunications",0,0,Latin America,2010,2010,"Chris Torto, Roberto Rio Branco, Tiago Garbim",14,0,0,1496640155,8,0,2,59,0,2.77,0,2.77,—,Brazil,0,0,0,3.78,3.55,2.38,3.88,2.42,4,3.82,4.33,6.35,3.68,5.65,4.38,"['Chris Torto', 'Roberto Rio Branco', 'Tiago Garbim']",0
V-Wave,"Biotechnology, Health Care, Medical, Medical Device",0,1,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",2010,2010,Yaacov Nitzan,13,64,10,226000000,5,0,0,33,0,2.64,0,2.64,—,Israel,0,0,1,3.72,3.67,3.47,4.3,3.22,4.83,4.53,6.1,3.75,3.92,6.87,6.62,['Yaacov Nitzan'],0
Yodel,"Delivery, Delivery Service, Logistics",1,0,"Europe, Middle East, and Africa (EMEA)",2010,2010,"David Barclay, Frederick Barclay",2,0,3,118917493,2,0,0,119,0,2.09,0,2.09,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,"['David Barclay', 'Frederick Barclay']",0
mthree,"Corporate Training, Information Technology, Training",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,Alex Headley,1,0,0,"£45,000,000",1,0,0,1,0,16.36,0,16.36,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,['Alex Headley'],0
Glassbox,"Analytics, Artificial Intelligence (AI), Big Data, CRM, Information Technology, InsurTech",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,"Hanan Blumstein, Yaron Gueta, Yoav Schreiber",7,0,0,70500000,5,0,1,53,0,3.29,0,3.29,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,"['Hanan Blumstein', 'Yaron Gueta', 'Yoav Schreiber']",0
Punchh,"Artificial Intelligence (AI), CRM, Digital Marketing, Loyalty Programs, Machine Learning, Marketing Automation, Mobile",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2010,2010,"Aditya Sanghi, Jitendra Gupta, Sastry Penumarthy, Shyam Rao",9,8,2,71135000,5,0,3,69,0,3.27,0,3.27,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Aditya Sanghi', 'Jitendra Gupta', 'Sastry Penumarthy', 'Shyam Rao']",0
PlaySight Interactive,"Analytics, eSports, Media and Entertainment, Sports, Video Streaming",0,1,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",2010,2010,"Chen Shachar, Evgeni Khazanov, Yoram Bentzur",13,2,0,26000000,4,0,1,28,0,3.55,0,3.55,—,Israel,0,0,1,3.72,3.67,3.47,4.3,3.22,4.83,4.53,6.1,3.75,3.92,6.87,6.62,"['Chen Shachar', 'Evgeni Khazanov', 'Yoram Bentzur']",0
Moat,"Advertising, Marketing, SaaS, Search Engine",0,1,"Greater New York Area, East Coast, Northeastern US",2010,2010,"Jonah Goodhart, Michael Walrath, Noah Goodhart",20,0,10,66500000,4,0,5,176,0,1.35,0,Dec 1899,9/1/2024 0:00,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Jonah Goodhart', 'Michael Walrath', 'Noah Goodhart']",0
Seal Software,"Analytics, Artificial Intelligence (AI), Machine Learning, Project Management, Software",0,1,"San Francisco Bay Area, West Coast, Western US",2010,2010,"Kevin Gidney, M. Brinkley Morse, Ulf Zetterberg, Vincent Smith",3,0,2,58000000,5,0,1,50,0,2.19,0,2.19,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Kevin Gidney', 'M. Brinkley Morse', 'Ulf Zetterberg', 'Vincent Smith']",0
MADE,"E-Commerce, Furniture, Home Decor, Retail",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,"Brent Hoberman, Chloe Macintosh, Julien Callede, Ning Li",13,0,1,136858742,7,0,2,99,0,9.65,0,9.65,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,"['Brent Hoberman', 'Chloe Macintosh', 'Julien Callede', 'Ning Li']",1
VisitPay,"Financial Services, FinTech, Health Care, Medical",0,1,Western US,2010,2010,"Kent F. Ivanoff, Vincent Martino",6,4,1,25939672,5,0,0,17,0,3.42,0,3.42,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Kent F. Ivanoff', 'Vincent Martino']",0
Cadent Therapeutics,"Biotechnology, Medical Device, Neuroscience, Therapeutics, Wellness",0,0,"Greater Boston Area, East Coast, New England",2010,2010,—,8,11,0,66650000,5,0,0,15,1,—,1,—,12/17/2020 0:00,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,[],0
Revel Systems,"Enterprise Resource Planning (ERP), Point of Sale, SaaS, Software",0,1,"Greater Atlanta Area, East Coast, Southern US",2010,2010,"Christopher Ciabarra, Lisa Falzone",9,2,8,189607985,10,0,0,195,1,1.61,1,1.61,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Christopher Ciabarra', 'Lisa Falzone']",1
Affirmed Networks,"Mobile, Mobile Devices, Wireless",0,0,"Greater Boston Area, East Coast, New England",2010,2010,"Anand Krishnamurthy, Stephan Noll, Timothy Mortsolf",11,37,9,154990000,6,0,10,67,0,3.81,0,3.81,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Anand Krishnamurthy', 'Stephan Noll', 'Timothy Mortsolf']",0
Green Invoice,"B2B, Banking, FinTech",0,1,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",2010,2010,"Lior Wilczynski, Rami Gabai",1,0,3,20000000,1,0,0,2,0,6.28,0,6.28,—,Israel,0,0,1,3.72,3.67,3.47,4.3,3.22,4.83,4.53,6.1,3.75,3.92,6.87,6.62,"['Lior Wilczynski', 'Rami Gabai']",0
Apexigen,"Biopharma, Biotechnology, Health Care, Oncology, Pharmaceutical",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2010,2010,Xiaodong Yang,11,27,1,175800000,6,0,0,34,0,2,0,2,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,['Xiaodong Yang'],0
Pusher,"Cloud Computing, Developer APIs, Enterprise Software, Messaging, Mobile Apps, Real Time, Software, Web Apps",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,"Damien Tanner, Max Williams",15,0,2,11500000,4,0,10,62,0,3.83,0,3.83,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,"['Damien Tanner', 'Max Williams']",0
StyleShare,"Fashion, Mobile, Real Time",0,0,Asia-Pacific (APAC),2010,2010,"Chaeyeon Song, Hunchul Park, Jayoung Yoon, Karsten Bjørk Rasmussen",18,0,0,47834534,9,0,0,3,0,1,0,1,—,South Korea,0,1,0,4.13,5.22,4.98,4.92,3.53,3.95,4.08,3.9,6.77,4.07,6.68,5.03,"['Chaeyeon Song', 'Hunchul Park', 'Jayoung Yoon', 'Karsten Bjørk Rasmussen']",0
ASK Chemicals,"Chemical, Industrial Manufacturing, Manufacturing",0,0,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2010,2010,—,1,98,77,265000000,2,0,0,21,0,1.62,0,1.62,—,Germany,0,0,0,4.05,5.17,4.53,6.18,3.45,4.72,4.75,5.27,4.93,4.62,6.55,4.35,[],0
Hipmunk,"Mobile Apps, Online Portals, Travel",0,0,"San Francisco Bay Area, West Coast, Western US",2010,2010,"Adam Goldstein, Steve Huffman",22,45,3,54983999,7,0,2,641,0,1,0,"Dec 31, 1899",6/19/2023 0:00,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Adam Goldstein', 'Steve Huffman']",1
Gett,"B2B, Enterprise Software, SaaS, Software, Transportation",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,"Dave Waiser, Roi More",11,0,16,928000000,12,0,6,405,0,1.6,0,1.6,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,"['Dave Waiser', 'Roi More']",0
ST Unitas,"E-Learning, EdTech, Education",0,1,Asia-Pacific (APAC),2010,2010,Sung-hyuk Yoon,5,0,0,"₩152,900,000,000",3,0,0,3,0,14.66,0,14.66,—,South Korea,0,1,0,4.13,5.22,4.98,4.92,3.53,3.95,4.08,3.9,6.77,4.07,6.68,5.03,['Sung-hyuk Yoon'],0
Zee.Dog,"E-Commerce, Lifestyle, Pet, Retail, Sales",0,1,Latin America,2010,2010,"Felipe Diz, Rodrigo Monteiro, Thadeu Diz",3,0,0,19800000,2,0,0,4,0,9.13,0,9.13,—,Brazil,0,0,0,3.78,3.55,2.38,3.88,2.42,4,3.82,4.33,6.35,3.68,5.65,4.38,"['Felipe Diz', 'Rodrigo Monteiro', 'Thadeu Diz']",0
Bolder Surgical,"Biotechnology, Hardware, Health Care, Medical Device",0,1,"Greater Denver Area, Western US",2010,2010,Russell Lindemann,5,0,0,59456123,8,0,0,11,0,—,0,—,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,['Russell Lindemann'],0
RateSetter,"Financial Services, FinTech, Lending, Peer to Peer",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,"Peter Behrens, Rhydian Lewis",3,1,0,"£43,000,000",4,0,1,322,0,5.36,0,5.36,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,"['Peter Behrens', 'Rhydian Lewis']",1
Faradion,"Battery, Manufacturing, Market Research",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,Jerry Barker,1,51,4,"£3,200,000",2,0,0,30,0,2.29,0,2.29,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,['Jerry Barker'],0
QuizUp,"Apps, Gaming, Video Games",0,0,"San Francisco Bay Area, West Coast, Western US",2010,2010,"Hadewych Cels, Thor Fridriksson",21,0,0,45067828,6,0,0,49,1,1.42,1,1.42,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Hadewych Cels', 'Thor Fridriksson']",0
Kymab,"Biopharma, Biotechnology, Therapeutics",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,"Allan Bradley, Glenn Friedrich",6,166,11,229400000,5,0,0,47,0,—,0,—,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,"['Allan Bradley', 'Glenn Friedrich']",1
MightySignal,"Analytics, Apps, B2B, iOS, Mobile Apps, SaaS",0,1,"San Francisco Bay Area, West Coast, Western US",2010,2010,"Jason Lew, Shane Wey",16,0,0,2820000,4,0,1,11,0,1,0,1,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Jason Lew', 'Shane Wey']",0
Deporvillage,"E-Commerce, Internet",0,0,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2010,2010,"Angel Corcuera, Xavier Pladellorens",17,0,0,11155000,6,0,0,15,0,4.6,0,4.6,—,Spain,0,0,0,3.75,4,3.68,4.17,2.65,3.77,3.73,4.77,4.25,3.85,6.02,3.8,"['Angel Corcuera', 'Xavier Pladellorens']",0
Ceterix Orthopaedics,"Biotechnology, Health Care, Medical Device",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2010,2010,Justin Saliman,6,0,0,107338328,5,0,0,30,0,—,0,—,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,['Justin Saliman'],0
Lyst,"E-Commerce, Fashion, Search Engine, Shopping",0,1,"Europe, Middle East, and Africa (EMEA)",2010,2010,"Chris Morton, Devin Hunt, Sebastjan Trepca",17,1,7,144000000,9,0,1,178,0,2.62,0,2.62,—,United Kingdom,0,0,0,3.7,4.27,4.17,4.33,3.33,4.33,4.15,5.25,5.1,4.78,6.67,4.53,"['Chris Morton', 'Devin Hunt', 'Sebastjan Trepca']",1
Rundeck,"Database, DevOps, Information Technology, Open Source, SaaS, Software",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2010,2010,"Alex Honor, Damon Edwards, Greg Schueler",1,0,0,3000000,1,0,4,5,0,8.87,0,8.87,—,United States,1,0,0,4.13,4.35,3.7,4.52,3.27,4.5,3.82,5.3,4.78,4.38,5.93,6.32,"['Alex Honor', 'Damon Edwards', 'Greg Schueler']",0
